id,displayName,displayName_pt,name,name_pt,subname,subname_pt,set,rarity,tribe,subtype,subtype_pt,ability,ability_pt,flavorText,flavorText_pt,brainwashedText,brainwashedText_pt,brainwashed,unique,legendary,loyal,loyalRestriction,artist,serialNumber,isPast,stats/courage,stats/power,stats/wisdom,stats/speed,stats/energy,stats/mugic,elements/fire,elements/air,elements/earth,elements/water,imageUrl
ZOTH-10/100,Narfall,Narfall,Narfall,Narfall,,,zoth,uncommon,underworld,Elementalist,Elementalista,"When Narfall becomes engaged, deal 5 damage to opposing engaged Creature for each Elemental Type that Creature has.","Quando Narfall entrar em combate, cause 5 de dano à Criatura em combate do oponente para cada Elemento que essa Criatura possuir.","The breeze suddenly died, as if all hope left the world.","A brisa cessou de repente, como se toda a esperança tivesse abandonado o mundo.",,,false,false,false,false,,"Andrew Bradshaw, Etienne St.Laurent",10/100,false,55,80,55,50,55,0,1,0,0,0,https://i.imgur.com/5cIxgpN.png
ZOTH-11/100,Ornathor,Ornathor,Ornathor,Ornathor,,,zoth,common,underworld,Taskmaster,Capataz,Waterproof 10.,À Prova D'água 10.,,,,,false,false,false,false,,"Adrian Barrios, Emilio Loprz",11/100,false,85,65,55,65,50,1,0,0,0,0,https://i.imgur.com/UTi91WS.png
ZOTH-12/100,Slufurah,Slufurah,Slufurah,Slufurah,,,zoth,rare,underworld,Muge,Mago,"Muges have ""Sacrifice this Creature: Deal 10 damage to target Creature.""

","Magos tem ""Sacrifique esta Criatura: Cause 10 de dano à Criatura alvo.""","""You've run out of Mugicians? Do not fear. I know how you can still be useful."" — Slufurah","""Acabaram seus Mugicians? Não tema. Sei como você ainda pode ser útil."" — Slufurah",,,false,false,false,false,,"Adrian Barrios, Emilio Lopez",12/100,false,55,75,75,30,45,1,1,0,0,0,https://i.imgur.com/pDBdpeB.png
ZOTH-13/100,Strikto,Strikto,Strikto,Strikto,,,zoth,rare,underworld,Warrior,Guerreiro,"When Strikto has a Mugic counter put on it, it loses 10 Energy.
When a Creature deals damage to Strikto, that Creature loses 5 Energy.","Quando Strikto recebe um :underworldmugic: , ele perde 10 de Energia.
Quando uma criatura causa dano a Strikto, aquela criatura perde 5 de Energia.",,,,,false,false,false,false,,"Keith Conroy, David Curiel",13/100,false,60,55,85,50,45,0,1,0,0,0,https://i.imgur.com/F6PLyLr.png
ZOTH-14/100,Swassa,Swassa,Swassa,Swassa,,,zoth,uncommon,underworld,Warrior,Guerreiro,"Deal 10 damage to a Creature you control: That Creature gains ""Swift 2."" This ability can only be used once per turn.","Cause 10 de dano a uma Criatura que você controla: Essa Criatura ganha ""Ágil 2"".
Esta habilidade só pode ser usada uma vez por turno.","Rule #31: Never disobey a leader who wields four weapons at once.
",Regra nº 31: Nunca desobedeça a uma líder que empunha quatro armas ao mesmo tempo.,,,false,false,false,false,,Imaginary Friends Studios,14/100,false,55,75,55,65,55,0,1,0,0,0,https://i.imgur.com/Wz5r6rP.png
ZOTH-15/100,Ultadur,Ultadur,Ultadur,Ultadur,,,zoth,super rare,underworld,Commander,Comandante,"Commander Creatures you control have :fire:Fire and ""Recklessness 5.""
Ultadur cannot have Mugic counters put on it.","Comandantes que você controla têm :fire:Fogo e ""Descuido 5"".
Não é possível colocar :underworldmugic: em Ultadur.","And in an instant, the village was gone, the land was scorched and the fields would never flower again.","E, num instante, a aldeia desapareceu, a terra ficou carbonizada e os campos nunca mais floresceriam.",,,false,false,false,false,,"Khary Randolph, Emilio Lopez",15/100,false,50,95,40,85,60,0,0,0,0,0,https://i.imgur.com/KoFdvfb.png
SS-11/100,Atrapol,Atrapol,Atrapol,Atrapol,,,ss,common,underworld,Warrior,Guerreiro,"When Atrapol wins a :power:Power Challenge on an attack it plays, destroy target Battlegear equipped to the opposing engaged Creature.","Quando Atrapol vence um Desafio de Poder em um ataque que ele realiza, destrua o Equipamento alvo equipado à Criatura em combate do oponente.","Like most UnderWorlders, Atrapol fights best when he's already winning.","Como a maioria dos Submundanos, Atrapol luta melhor quando já está ganhando.",,,false,false,false,false,,"Khary Randolph, Dan Norton, Anthony Washington",11/100,false,75,65,35,25,50,0,0,0,1,0,https://i.imgur.com/PurXQ7V.png
SS-12/100,Kopond,Kopond,Kopond,Kopond,,,ss,super rare,underworld,Muge,Mago,:underworldmugic:: Deal 5 damage to target Creature for each Mugic counter on Kopond. This ability can only be used once per turn.,":underworldmugic:: Cause 5 de dano à Criatura alvo para cada :underworldmugic: em Kopond.
Esta habilidade só pode ser usada uma vez por turno.",,,,,false,false,false,false,,"Khary Randolph, Anthony Washington",12/100,false,40,25,60,30,25,3,0,0,0,0,https://i.imgur.com/2cEBufK.png
SS-13/100,Phelphor,Phelphor,Phelphor,Phelphor,,,ss,super rare,underworld,Conqueror Scout,Conquistador Explorador,"At the beginning of your turn, you can relocate target Creature to any unoccupied space on the Battleboard adjacent to it.","No início do seu turno, você pode realocar a Criatura alvo para qualquer espaço desocupado no Tabuleiro adjacente a ela.","Everyone wants to know what's behind the Doors, but none more than him.","Todos querem saber o que há por trás das Portas, mas ninguém mais do que ele.",,,false,false,false,false,,"Khary Randolph, Etienne St.Laurent",13/100,false,65,75,70,60,50,1,0,0,0,1,https://i.imgur.com/adzSydT.png
SS-14/100,Vyll,Vyll,Vyll,Vyll,,,ss,uncommon,underworld,Muge,Mago,:underworldmugic::underworldmugic:: Remove a Mugic counter from target Creature.,:underworldmugic::underworldmugic:: Remova um :genericmugic: da Criatura alvo.,"As the ""Annihilator of Mugic,"" Vyll prevents the casting of Mugic by targeting the source - the Mugicians themselves.","Como o ""Aniquilador de Mugic"", Vyll impede o uso de Mugic ao focar na fonte: os próprios Mugicians.",,,false,false,false,false,,"Khary Randolph, Gustavo, Etienne St.Laurent",14/100,false,65,45,85,40,45,2,0,0,0,0,https://i.imgur.com/NZmAbB6.png
SS-15/100,Zapetur,Zapetur,Zapetur,Zapetur,,,ss,rare,underworld,Commander,Comandante,"Sacrifice a Battlegear: Deal 5 damage to target Creature. This ability can only be used once per turn.
Sacrifice Zapetur: Destroy target Battlegear.","Sacrifique um Equipamento: Cause 5 de dano à Criatura alvo.
Esta habilidade só pode ser usada uma vez por turno.
Sacrifique Zapetur: Destrua o Equipamento alvo.",,,,,false,false,false,false,,"Dan Norton, David Curiel",15/100,false,65,70,35,45,40,0,1,0,1,0,https://i.imgur.com/cLOfSMA.png
BTD-15/222,Aokua,Aokua,Aokua,Aokua,,,btd,rare,underworld,Commander,Comandante,Exhaust all Disciplines 10.,Exaustão todas as Disciplinas 10.,"Aokua was the first to learn that if you can get past the hardened shell, Danians are both nutritious and delicious.","Aokua foi o primeiro a descobrir que, se você conseguir romper a carapaça dura, os Danians são nutritivos e deliciosos.",,,false,false,false,false,,"Keron Grant, David Curiel",15/222,false,110,110,110,110,55,1,0,0,0,0,https://i.imgur.com/FLfT2hP.png
BTD-16/222,Asadab,Asadab,Asadab,Asadab,,,btd,common,underworld,Minion Muge,Lacaio Mago,:underworldmugic:: Target Creature gains 15 :power:Power.,:underworldmugic:: A Criatura alvo ganha 15 de :power:Poder.,,,:underworldmugic:: Deal 5 damage to target Creature and it loses 10 :power:Power.,:underworldmugic:: Cause 5 de dano à Criatura alvo e ela perde 10 de :power:Poder.,true,false,false,false,,"Khary Randolph, Etienne St.Laurent",16/222,false,30,65,65,40,30,2,0,0,0,1,https://i.imgur.com/ZqYeyM3.png
BTD-17/222,Bladez,Bladez,Bladez,Bladez,,,btd,rare,underworld,Minion Warrior,Guerreiro Lacaio,"If an attack played by Bladez would deal 0 damage, it deals 15 damage instead.","Se um ataque realizado por Bladez causaria 0 de dano, em vez disso, ele causa 15 de dano.",,,"Attacks played by Bladez have ""Opposing engaged Creature loses 10 to all Disciplines.""","Ataques realizados por Bladez têm ""A Criatura em combate do oponente perde 10 em todas as Disciplinas.""",true,false,false,false,,"Adrian Barrios, Emilio Lopez, Etienne St.Laurent",17/222,false,90,100,45,40,65,0,1,1,0,0,https://i.imgur.com/cmYHXL2.png
BTD-18/222,Brimflame,Brimflame,Brimflame,Brimflame,,,btd,common,underworld,Taskmaster Minion,Capataz Lacaio,"If Brimflame is equipped,
it has "":fire:Fire 5.""","Se Brimflame estiver equipado,
ele tem "":fire:Fogo 5.""",,,Sacrifice Battlegear equipped to Brimflame: destroy target Battlegear,Sacrifique um Equipamento equipado em Brimflame: destrua o Equipamento alvo.,true,false,false,false,,"Ryan Benjamin, Etienne St.Laurent",18/222,false,70,100,55,70,65,0,1,1,0,0,https://i.imgur.com/LkajWDj.png
BTD-19/222,Gambreor,Gambreor,Gambreor,Gambreor,,,btd,uncommon,underworld,Taskmaster Minion,Capataz Lacaio,":underworldmugic:, Sacrifice a Battlegear: Heal 15 damage to target Creature.",":underworldmugic:, Sacrifique um Equipamento: Cure 15 de dano da Criatura alvo.",,,":underworldmugic:, Sacrifice a Battlegear: Heal 10 damage to target Creature and it gains 10 :power:Power.",":underworldmugic:, Sacrifique um Equipamento: Cure 10 de dano da Criatura alvo e ela ganha 10 de :power:Poder.",true,false,false,false,,"Tim Kane, Etienne St.Laurent",19/222,false,45,60,55,55,40,2,0,0,0,0,https://i.imgur.com/5i58nfp.png
BTD-20/222,Ilx,Ilx,Ilx,Ilx,,,btd,super rare,underworld,Ethereal Conqueror,Etéreo Conquistador,":air:Air 5.
Recklessness 5.
If engaged with an unequipped Creature, Ilx has an additional "":air:Air 5"" and ""Recklessness 5.""",":air:Ar 5.
Descuido 5.
Se estiver em combate com uma Criatura desequipada, Ilx tem um "":air:Ar 5"" e um ""Descuido 5"" adicionais.",,,,,false,false,false,false,,"Tim Kane, Anthony Washington",20/222,false,70,100,35,45,75,1,0,1,0,0,https://i.imgur.com/c9sxJJI.png
BTD-21/222,Kraade,Kraade,Kraade,Kraade,,,btd,common,underworld,Minion Scout,Explorador Lacaio,Swift 2,Ágil 2,,,Intimidate: :power:Power  20,Intimidar: :power:Poder 20,true,false,false,false,,"Tim Kane, Etienne St.Laurent",21/222,false,60,75,50,60,50,1,1,0,1,0,https://i.imgur.com/HMp0zur.png
BTD-22/222,Kreaal,Kreaal,Kreaal,Kreaal,,,btd,rare,underworld,Ethereal Warrior,Etéreo Guerreiro,"UnderWorld Creatures you control have ""Intimidate: :power:Power 20"" and ""Exhaust all Disciplines 5.""","Criaturas do :underworld:Submundo que você controla têm ""Intimidar: :power:Poder 20"" e ""Exaustão todas as Disciplinas 5"".",Kreaal cannot be brainwashed because he has no brain to begin with.,"Kreaal não pode sofrer lavagem cerebral porque, para começar, ele não tem cérebro.",,,false,false,false,true,,Hotshots VFX,22/222,false,50,95,25,60,70,1,1,1,0,0,https://i.imgur.com/pmJ6oHp.png
BTD-23/222,Lyssta,Lyssta,Lyssta,Lyssta,,,btd,ultra rare,underworld,Conqueror Warrior,Conquistador Guerreiro,"When Lyssta wins Initiative, it gains ""Outperform :power:Power 10"" and "":air:Air 10."" ","Quando Lyssta vence a Iniciativa, ela ganha ""Exceder :power:Poder 10"" e "":air:Ar 10"".",,,,,false,true,false,false,,"Khary Randolph, Anthony Washington",23/222,false,70,90,40,65,65,0,0,1,1,0,https://i.imgur.com/yq5ONph.png
BTD-24/222,"Nauthilax, Tainted","Nauthilax, Corrompido",Nauthilax,Nauthilax,Tainted, Corrompido,btd,super rare,underworld,Minion Scout,Explorador lacaio,"Exhaust all Disciplines 5.
When Nauthilax wins a :power:Power Challenge, it gains an Elemental Type of your choice.","Exaustão todas as Disciplinas 5.
Quando Nauthilax vence um Desafio de :power:Poder, ele ganha um Elemento à sua escolha.",,,"Recklessness 5 
When Nauthilax deals exactly 25 attack damage, destroy target Battlegear. 
Outperform :power:Power  5","Descuido 5
Quando Nauthilax causar exatamente 25 de dano de ataque, destrua o Equipamento alvo.
Exceder :power:Poder 5",true,false,false,false,,"Dan Norton, Axer",24/222,false,90,110,50,75,65,0,0,0,0,0,https://i.imgur.com/JucvPCU.png
BTD-25/222,Ooloo,Ooloo,Ooloo,Ooloo,,,btd,uncommon,underworld,Minion Warrior,Guerreiro Lacaio,":air:Air 5.
Recklessness 5.",":air:Ar 5.
Descuido 5.",,,"Outperform :power:Power  5
Exhaust all Disciplines 5","Exceder :power:Poder 5
Exaustão todas as Disciplinas 5",true,false,false,false,,"Ryan Benjamin, Etienne St.Laurent",25/222,false,50,80,45,50,60,1,1,1,0,0,https://i.imgur.com/vUR3N4r.png
BTD-26/222,Ragetrod,Ragetrod,Ragetrod,Ragetrod,,,btd,uncommon,underworld,Commander Minion,Comandante Lacaio,"Outperform :power:Power 5.
Recklessness 5.","Exceder :power:Poder 5.
Descuido 5.",,,:underworldmugic:: Relocate target opposing unengaged Creature to any unoccupied space on the Battleboard adjacent to it.,":underworldmugic:: Mova a Criatura alvo do oponente fora de combate, para qualquer espaço desocupado no Tabuleiro adjacente a ela.",true,false,false,false,,"Dan Norton, John Rauch",26/222,false,65,85,50,60,60,2,1,0,1,0,https://i.imgur.com/EMDisfD.png
BTD-27/222,"Rarran, Tainted","Rarran, Corrompido",Rarran,Rarran,Tainted, Corrompido,btd,rare,underworld,Minion Scout,Explorador Lacaio,Swift 3.,Ágil 3.,,,"If a Creature with Range moves into a space occupied by a Creature you control, Rarran can intercept as though it had Defender and was adjacent.","Se uma Criatura com Alcance se mover para um espaço ocupado por uma Criatura que você controla, Rarran pode interceptar como se tivesse Defensor e estivesse adjacente.",true,false,false,false,,"Dan Norton, David Curiel",27/222,false,40,100,30,95,55,0,0,1,0,0,https://i.imgur.com/ZqjkDx3.png
BTD-28/222,Tomugar,Tomugar,Tomugar,Tomugar,,,btd,super rare,underworld,Minion Muge,Mago Lacaio,:underworldmugic:: Target Creature gains 25 to a Discipline and loses 10 to another.,:underworldmugic:: A Criatura alvo ganha 25 em uma Disciplina e perde 10 em outra.,,,":underworldmugic:, Discard a Mugic Card: Target opponent discards a random Mugic Card. Use only once per turn.",":underworldmugic:, Descarte um Mugic: O oponente alvo descarta um Mugic aleatório.
Use apenas uma vez por turno.",true,true,false,false,,"Khary Randolph, Etienne St.Laurent",28/222,false,45,60,70,35,45,2,0,1,0,0,https://i.imgur.com/yhRIccf.png
ROTO-8/100,Blaaxa,Blaaxa,Blaaxa,Blaaxa,,,roto,super rare,underworld,Ethereal Minion,Etéreo Lacaio,Reveal an Attack Card from your hand: Target attack with the same name as the revealed card deals 0 damage.,Revele um Ataque da sua mão: O ataque alvo com o mesmo nome do revelado causa 0 de dano.,,,Reveal a Mugic Card from your hand: Negate target Mugic with the same name as the revealed card.,Revele um Mugic da sua mão: negue o Mugic alvo com o mesmo nome do revelado.,true,false,false,false,,"Keron Grant, Etienne St.Laurent",8/100,false,40,45,80,55,30,0,0,0,0,0,https://i.imgur.com/cTFKAmw.png
ROTO-9/100,"H'earring, Tainted","H'earring, Corrompido",H'earring,H'earring,Tainted, Corrompido,roto,rare,underworld,Minion Scout,Explorador Lacaio,"At the beginning of combat, look at your opponent's attack hand and choose an Attack Card. They discard it and then draw an Attack Card.","No início do combate, olhe a mão de ataque do seu oponente e escolha um Ataque.
Ele o descarta e, em seguida, compra um Ataque.",,,:underworldmugic:: Remove :genericmugic: from each other Creature you control. Look at the top 3 cards of target player's Location Deck and choose one. It becomes the new active Location.,:underworldmugic:: Remova um :genericmugic: de cada outra Criatura que você controla. Olhe as 3 cartas do topo do Baralho de Locais do jogador alvo e escolha uma. Ela se torna o novo Local ativo.,true,false,false,false,,"Khary Randolph, Etienne St.Laurent",9/100,false,55,75,50,60,55,1,0,0,0,0,https://i.imgur.com/DTou1rv.png
ROTO-10/100,"Khybon, The Renegade","Khybon, O Renegado",Khybon,Khybon,The Renegade, O Renegado,roto,uncommon,underworld,Taskmaster Minion,Capataz Lacaio,"At the beginning of combat, if Khybon is equipped, it gains 10 Energy.","No início do combate, se Khybon estiver equipado, ele ganha 10 de Energia.",,,"At the beginning of combat, Khybon gains 5 Energy for each Battlegear Card in each general discard pile.","No início do combate, Khybon ganha 5 de Energia para cada Equipamento em cada Descarte.",true,false,false,false,,"Adrian Barrios, David Curiel",10/100,false,70,60,80,30,55,1,0,1,0,0,https://i.imgur.com/NvwsugH.png
ROTO-11/100,Nivenna,Nivenna,Nivenna,Nivenna,,,roto,super rare,underworld,Conqueror Muge,Conquistador Mago,":underworldmugic:: Choose an Elemental Type. Target Creature which dealt attack damage this turn gains ""Element 10"" of the chosen Elemental Type. Use this ability only once per turn.
Warriors you control have an additional 10 in all Disciplines. ",":underworldmugic:: Escolha um Elemento. A Criatura alvo que causou dano de ataque neste turno ganha ""Elemento 10"" do Elemento escolhido. Use esta habilidade apenas uma vez por turno.
Guerreiros que você controla têm +10 em todas as Disciplinas.",,,,,false,true,false,true,,"Khary Randolph, Etienne St.Laurent",11/100,false,50,60,100,70,35,3,0,0,0,0,https://i.imgur.com/3giOsvc.png
ROTO-12/100,Stelgar,Stelgar,Stelgar,Stelgar,,,roto,rare,underworld,Minion Warrior,Guerreiro Lacaio,"When Stelgar deals attack damage, it gains 10 to all Disciplines.
If Stelgar has more than 125 :power:Power, destroy it.","Quando Stelgar causa dano de ataque, ele ganha 10 em todas as Disciplinas.
Se Stelgar tiver mais de 125 de :power:Poder, destrua-o.",,,"When Stelgar wins combat, put :underworldmugic: on it.
If Stelgar has 2 or more Mugic counters on it, destroy it.","Quando Stelgar vencer um combate, coloque um :underworldmugic: nele. Se Stelgar tiver 2 ou mais :underworldmugic:, destrua-o.",true,false,false,false,,"Keron Grant, Anthony Washington",12/100,false,75,75,75,75,70,0,1,1,0,0,https://i.imgur.com/OTyyn77.png
ROTO-13/100,"Takinom, The Shadowknight","Takinom, A Cavaleira das Sombras",Takinom,Takinom,The Shadowknight, A Cavaleira das Sombras,roto,ultra rare,underworld,Commander,Comandante,"Strike 10.
:underworldmugic:: The next attack played by Takinom this turn counts as its first attack this combat.
Swift 2.","Ataque 10.
:underworldmugic:: O próximo ataque realizado por Takinom neste turno conta como seu primeiro ataque neste combate.
Ágil 2.",,,,,false,true,false,true,,"Khary Randolph, Etienne St.Laurent",13/100,false,60,100,50,80,70,1,1,1,0,0,https://i.imgur.com/c2uJmke.png
ROTO-14/100,Tasqa,Tasqa,Tasqa,Tasqa,,,roto,common,underworld,Taskmaster Scout,Capataz Explorador,:underworldmugic:: Deal 15 damage to target adjacent equipped Creature.,:underworldmugic:: Cause 15 de dano à Criatura equipada adjacente alvo.,Never attack a fully-armored Drill Dozer head-on when you can simply remove one screw to disable its systems.,Nunca ataque um Drill Dozer totalmente blindado de frente quando você pode simplesmente remover um parafuso para desativar seus sistemas.,,,false,false,false,false,,"Keron Grant, David Curiel",14/100,false,45,65,60,45,50,1,0,1,0,0,https://i.imgur.com/UQFETU7.png
TOTT-8/100,"Agitos, Eloquent Motivator","Agitos, Motivador Eloquente",Agitos,Agitos,Eloquent Motivator, Motivador Eloquente,tott,super rare,underworld,Commander,Comandante,"At the beginning of your turn, UnderWorld Creatures you control gain ""Intimidate: :courage:Courage 20"" and ""Intimidate: :power:Power 20.""
:underworldmugic::underworldmugic:: Target Creature gains ""Adjacent Creatures must move into this space if able.""","No início do seu turno, Criaturas do :underworld:Submundo que você controla ganham ""Intimidar: :courage:Coragem 20"" e ""Intimidar: :power:Poder 20"".
:underworldmugic::underworldmugic:: A Criatura alvo ganha ""Criaturas adjacentes devem se mover para este espaço, se possível"".",,,,,false,false,false,false,,"Gustavo, Chris Fisher",8/100,false,105,50,85,35,40,2,0,0,0,0,https://i.imgur.com/NhHoJyF.png
TOTT-9/100,Eximiar,Eximiar,Eximiar,Eximiar,,,tott,common,underworld,Warrior,Guerreiro,"Outperform :power:Power 5.
If Eximiar is engaged with an UnderWorld Creature, it has "":fire:Fire 5"" and ""Recklessness 5.""","Exceder :power:Poder 5.
Se Eximiar estiver em combate com uma Criatura do :underworld:Submundo, ele terá "":fire:Fogo 5"" e ""Descuido 5"".","""You call them weak-minded. I call them traitors!"" — Eximiar","""Você os chama de fracos de espírito. Eu os chamo de traidores!"" — Eximiar",,,false,false,false,false,,"Khary Randolph, Chris Fisher",9/100,false,70,80,40,25,60,0,1,1,0,0,https://i.imgur.com/dcgmXv1.png
TOTT-10/100,Galmedar,Galmedar,Galmedar,Galmedar,,,tott,uncommon,underworld,Commander Minion,Comandante Lacaio,"If any Creature engaged with Galmedar has :power:Power less than 65, that Creature cannot be healed or gain Energy from non-innate abilities.","Se qualquer Criatura em combate com Galmedar tiver menos de 65 de :power:Poder, essa Criatura não poderá ser curada nem ganhar Energia de habilidades não inatas.",,,Each Creature you control deals an additional 5 attack damage to Creatures that share a Tribe with it.,Cada Criatura que você controla causa 5 de dano de ataque adicional a Criaturas que compartilham uma Tribo com ela.,true,false,false,false,,"Khary Randolph, Bob Rivard",10/100,false,85,110,70,45,65,0,0,0,1,0,https://i.imgur.com/phFHyk6.png
TOTT-11/100,Klawam,Klawam,Klawam,Klawam,,,tott,rare,underworld,Taskmaster Minion,Capataz Lacaio,Sacrifice Klawam: Deal 20 damage to target engaged Creature.,Sacrifique Klawam: Cause 20 de dano à Criatura alvo em combate.,,,Sacrifice Klawam: Target engaged Creature loses 20 to all Disciplines.,Sacrifique Klawam: A Criatura em combate alvo perde 20 em todas as Disciplinas.,true,false,false,false,,"Gustavo, Etienne St.Laurent",11/100,false,25,105,25,70,50,0,0,0,0,0,https://i.imgur.com/9nbScle.png
TOTT-12/100,"Lord Van Bloot, Servant of Aa'une","Lord Van Bloot, Servo de Aa'une",Lord Van Bloot,Lord Van Bloot,Servant of Aa'une, Servo de Aa'une,tott,ultra rare,underworld,Conqueror Minion,Conquistador Lacaio,"If any Creature engaged with Lord Van Bloot has less than 65 :courage:Courage, it does not have and cannot gain any Elemental Types.","Se qualquer Criatura em combate com Lord Van Bloot tiver menos de 65 de :courage:Coragem, ela não possui nem pode ganhar quaisquer Elementos.",,,"If any Creature engaged with Lord Van Bloot has less than 65 :courage:Courage, it has ""Recklessness 5"" and ""Exhaust all Disciplines 5.""","Se qualquer Criatura em combate com Lord Van Bloot tiver menos de 65 de :courage:Coragem, ela possui ""Descuido 5"" e ""Exaustão todas as Disciplinas 5"".",true,true,false,false,,"Khary Randolph, David Curiel",12/100,false,85,60,85,65,65,2,0,0,1,1,https://i.imgur.com/8H9OTpI.png
TOTT-34/100,"Ozlai, Chaor's Pilot","Ozlai, Piloto do Chaor",Ozlai,Ozlai,Chaor's Pilot, Piloto do Chaor,tott,rare,underworld,Taskmaster Scout,Capataz Explorador,"If Ozlai is equipped, it has ""Outperform :speed:Speed 5.""
When a Battlegear goes to the opposing general discard pile, deal 5 damage to target Creature.","Se Ozlai estiver equipado, ele terá ""Exceder :speed:Velocidade 5"".
Quando um Equipamento for para o Descarte do oponente, cause 5 de dano à criatura alvo.",,,,,false,false,false,false,,Tom Baxa,34/100,false,80,50,40,95,50,1,0,1,0,0,https://i.imgur.com/RwK29WT.png
TOTT-28/100,Ustabe,Ustabe,Ustabe,Ustabe,,,tott,common,underworld,Ethereal Warrior,Etéreo Guerreiro,"Intimidate: :power:Power 30
Intimidate: :speed:Speed 30
Recklessness 5","Intimidar: :power:Poder 30
Intimidar: :speed:Velocidade 30
Descuido 5","""I don't care what it's made of... as long as it can fight!"" — Chaor","""Não me importo do que é feito... desde que consiga lutar!"" — Chaor",,,false,false,false,true,,Imaginary Friends Studios,28/100,false,45,95,30,70,65,0,1,1,0,0,https://i.imgur.com/wtMPF1p.png
FUN-9/100,Anarkiar,Anarkiar,Anarkiar,Anarkiar,,,fun,uncommon,underworld,Warrior,Guerreiro,"Outperform :power:Power 5.
Recklessness 10.
While you control an OverWorld Creature, Damage dealt by Recklessness to Anarkiar is reduced to 0.","Exceder :power:Poder 5.
Descuido 10.
Enquanto você controlar uma Criatura do OutroMundo, o dano causado por Descuido a Anarkiar é reduzido a 0.",,,,,false,false,false,false,,"Andrew Bradshaw, Etienne St.Laurent",9/100,false,70,95,40,50,65,1,0,0,0,0,https://i.imgur.com/qcWmTKq.png
FUN-10/100,"Barath Beyond, UnderWorld General","Barath Beyond, General do Submundo",Barath Beyond,Barath Beyond,UnderWorld General, General do Submundo,fun,super rare,underworld,Ethereal Warrior,Etéreo Guerreiro,"Sacrifice a Creature while Barath Beyond is engaged: If you sacrificed, 
An OverWorld Creature, negate up to one target Mugic.
A Mipedian Creature, the next attack played by Barath Beyond this turn deals an additional 20 damage.
A Danian Creature, Barath Beyond gains 30 Energy.","Sacrifique uma Criatura enquanto Barath Beyond estiver em combate: Se você tiver sacrificado...
Um :overworld:OutroMundano: anule até um Mugic alvo.
Um :mipedian:Mipedian: o próximo ataque realizado por Barath Beyond neste turno causa 20 de dano adicional.
Um :danian:Danian: Barath Beyond ganha 30 de Energia.",,,,,false,false,true,false,,"Khary Randolph, Anthony Washington",10/100,false,50,100,30,85,65,0,1,1,0,0,https://i.imgur.com/0IPD0xS.png
FUN-11/100,"Chaor, The Fierce","Chaor, O Feroz",Chaor,Chaor,The Fierce, O Feroz,fun,ultra rare,underworld,Conqueror Warrior,Conquistador Guerreiro,:fire:Fire 10.,:fire:Fogo 10.,"Exiled from the UnderWorld, Chaor has lost his homeland and his throne. But his anger still rages, and it drives him forward.","Exilado do Submundo, Chaor perdeu sua terra natal e seu trono. Mas sua ira continua a arder, impulsionando-o a seguir em frente.",,,false,true,false,true,,"Khary Randolph, Anthony Washington, Emilio Lopez",11/100,false,90,115,55,55,70,0,1,0,0,0,https://i.imgur.com/1VNO0Le.png
FUN-12/100,"Kamangareth, Unstable Ally","Kamangareth, Aliada Instável",Kamangareth,Kamangareth,Unstable Ally, Aliada Instável,fun,uncommon,underworld,Commander,Comandante,"While you control a Danian Creature, unequipped Creatures you control have ""Outperform :power:Power 5.""","Enquanto você controlar um :danian:Danian, as Criaturas desequipadas que você controla têm ""Exceder :power:Poder 5"".",Kamangareth has no problem fighting alongside former foes. The Danians are not as forgiving.,Kamangareth não tem problemas em lutar ao lado de antigos inimigos. Os Danians não são tão compreensivos.,,,false,true,false,false,,"Andrew Bradshaw, Chris Fisher",12/100,false,65,90,55,70,55,1,1,0,1,0,https://i.imgur.com/e3gDTei.png
FUN-13/100,"Magmon, Retalliator","Magmon, Retaliador",Magmon,Magmon,Retalliator, Retaliador,fun,super rare,underworld,Minion Elementalist,Elementalista Lacaio,"Magmon deals an additional 5 attack damage to Creatures that are a M'arrillian or a Minion.
Recklessness 5.","Magmon causa 5 de dano de ataque adicional a Criaturas que sejam :marrillian:M'arrillians ou Lacaios.
Descuido 5.",,,"Magmon deals an additional 5 attack damage to non-M'arrillian Creatures.
Recklessness 5","Magmon causa 5 de dano de ataque adicional a Criaturas que não sejam :marrillian:M'arrillians.
Descuido 5",true,false,false,false,,"Khary Randolph, Emilio Lopez, Axer",13/100,false,65,95,25,40,75,0,1,0,1,0,https://i.imgur.com/NquyHwm.png
FUN-14/100,"Nivenna, UnderWorld Lieutenant","Nivenna, Tenente do Submundo",Nivenna,Nivenna,UnderWorld Lieutenant, Tenente do Submundo,fun,rare,underworld,Conqueror Muge,Conquistador Mago,":underworldmugic::underworldmugic:: Deal 5 damage to target Creature for each Tribe you control.
While you control only Nivenna and Aivenna, this ability costs 1 less Mugic counter to play.",":underworldmugic::underworldmugic:: Cause 5 de dano à Criatura alvo para cada Tribo que você controla.
Enquanto você controlar apenas Nivenna e Aivenna, esta habilidade custa um :underworldmugic: a menos.",,,,,false,true,false,false,,"Khary Randolph, Emilio Lopez",14/100,false,55,60,90,70,40,3,0,0,0,0,https://i.imgur.com/lnJQ9PY.png
